id,name,affiliation_as_published,roles,paper_count,paper_numbers,same_name_record_count,identity_review_required,source_urls,verification_levels,hilo_member,outreach_authorized,attendance_verified
person-ab6a531273d3cb4264bc,"Chen, Gang",Delft University of Technology,paper_author,1,3266,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-d21bf36f604fbbc86939,"Chen, Gang",Sun Yat-sen University,paper_author,1,2507,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-35d2b6bad7a91394661a,"Yan, Gang",Waseda University,paper_author,1,1832,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-af3985d4f7192158d19f,"Zeng, Gang",Peking University,paper_author,1,1863,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-7c2dda7ff317c6c811fe,"Zhou, Gang",William & Mary,paper_author,1,2882,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-561ec020dbb8791d4dbe,"Liu, Gangao","Institute of Software, Chinese Academy of Sciences",paper_author,1,837,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3334b09435951717e005,"Lee, Ganghun",Seoul National University,paper_author,1,4955,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b32febdd586d02814620,"Yuan, Gao",University of Chinese Academy of Sciences,paper_author,1,1269,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-22770281f48eec5eeed0,"Li, Gaofeng",Zhejiang University,paper_author,2,2249 | 4389,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4f0711d148a084cf0b3e,"Zhang, Gaojing",university of sussex,paper_author,1,1379,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3b0007f9393657482b79,"Wang, Gaotian",Rice University,paper_author,1,2329,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-09c167c1e93c3a2d4fd4,"Wu, Gaoyuan",Nanyang Technological University,paper_author,1,4946,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-eddf6cbf05857cf753aa,"Terlizzi, Garth",Colorado School of Mines,paper_author,1,3856,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a3e6715e5797017be5c1,"Sukhatme, Gaurav",University of Southern California,paper_author,6,1016 | 1336 | 1363 | 1443 | 3877 | 925,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-34906ae86847b6caeb17,"Mohan, Gautham",Carl Zeiss AG,paper_author,1,2264,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5b6fa95e2f26d5c150ca,"Paul, Gavin","University of Technology, Sydney",paper_author,2,4257 | 5014,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-7dfabb5e9646605659b2,"SUN, GE",National University of Singapore,paper_author,1,2080,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3e1e2ce7bf795c61c51d,"Wang, Ge","The Chinese University of Hong Kong, Shenzhen",paper_author,1,1686,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a2dfe0b279daec164ddd,"Wang, Ge",Xi'an Jiaotong-Liverpool university,paper_author,1,2180,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5cc2df804b30d19d27bf,"Yang, Ge",Massachusetts Institute of Technology,paper_author,1,3000,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-852b51595ec4320f40de,"Yang, Ge",RWTH-Aachen University,paper_author,1,3779,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-9dce4aa3a661cd61068a,"Bethala, Geeta Chandra Raju",New York University Abu Dhabi,paper_author,2,1198 | 4723,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-66191773175ebfe6a3fe,"Zhang, Gehao",Northwestern University,paper_author,1,2690,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-6387514576a2d59c4d6f,"Endo, Gen",Institute of Science Tokyo,paper_author,2,4966 | 5029,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1bc6351b0fa982b8fbd9,"Li, Gen",Nanyang Technological University,paper_author,1,1685,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-61a04c806766578852eb,"Capi, Genci",Hosei University,paper_author,1,1664,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-539a2ca528527055d451,"Liu, Gengqi","Northeastern University, Shenyang, China",paper_author,1,3347,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4ceff9ba3c9272dfeec4,"He, Gengzhi",Pennsylvania State University,paper_author,1,4052,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-c1a1eadf1bcd7849bfbc,"Chen, Genliang",Shanghai Jiao Tong University,paper_author,2,1028 | 5096,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-d49d33ef657e2970ccdc,"Venture, Gentiane",The University of Tokyo,paper_author,2,1009 | 1542,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-e1aa6b41f2783263727d,"Clark, Geoffrey",ASU,paper_author,1,3074,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-de52ec228b7542c63de6,"Hollinger, Geoffrey",Oregon State University,paper_author,2,4265 | 4490,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1369f8b873d7fb9ce463,"Cho, Geonwoo",WIRobotics Inc.,paper_author,1,3766,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-39ec4fdfa9afa6fb6424,"Kim, Geonwoo",Korea Advanced Institute of Science and Technology,paper_author,1,4688,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-23caaebbad8c0626f031,"Gutow, Geordan",Michigan Technological University,paper_author,1,2472,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-58904dacbd69628cc3e7,"Heppner, Georg",FZI Forschungszentrum Informatik,paper_author,1,1324,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-620634f2f469adf86c81,"Martius, Georg",Max Planck Institute for Intelligent Systems,paper_author,1,2907,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-196cf5fbb7c7a99db601,"v. Wichert, Georg",Siemens AG,paper_author,1,1948,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-08621b3074e481d696c3,"Pappas, George J.",University of Pennsylvania,paper_author,4,174 | 3337 | 345 | 5052,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-454d28a23f05e894350e,"Konidaris, George",Brown University,paper_author,1,3773,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-adb676524dac161cf637,"Nikolakopoulos, George",Luleå University of Technology,paper_author,2,2387 | 2398,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-e1c17c0c531fafe1e60b,"Retsinas, George",National Technical University of Athens,paper_author,1,3633,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b7abf4f09e10656ae44c,"Shramko, George",Simon Fraser University,paper_author,1,4624,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-d5e914b9c7a133606022,"Chalvatzaki, Georgia",Technische Universität Darmstadt,paper_author,2,3230 | 4929,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-8d98d2ecc9d50dc644ec,"Gazaryan, Georgii","Skolkovo Institute of Science and Technology, Intelligent Space Robotics Laboratory",paper_author,1,4301,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a17993b704aa1ea852ef,"Andrikopoulos, Georgios",KTH Royal Institute of Technology,paper_author,1,2294,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a90c1a992b043ee8f0ef,"Fainekos, Georgios",Toyota NA-R&D,paper_author,1,1349,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0a9508e657c17971fd21,"Ponimatkin, Georgy",Czech Technical University in Prague,paper_author,1,4998,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1b7fd3546d2e1ecc6326,"Gomez Izquierdo, Gerard",UPC & EPFL,paper_author,1,1913,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0371e39f668594ecdd0b,"Potamianos, Gerasimos",University of Thessaly,paper_author,1,3633,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1da96078ea15d83df425,"Bári, Gergely",Humbda Lab,paper_author,1,662,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-08181b694c8fb25628ad,"Neumann, Gerhard",Karlsruhe Institute of Technology,paper_author,1,1476,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-633a7bb1f0c4bb899495,"Lipa Noriega, Gerson Martin",Universidad Carlos III de Madrid,paper_author,1,3175,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5d38ccebd2028b551fcf,"Kootstra, Gert",Wageningen University,paper_author,2,4981 | 784,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-ec47780980df4362c52a,"YU, GEUNSANG",Hyundai Motors Company,paper_author,1,115,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b3c87cd36d789bb3fa0a,"Elmkaiel, Ghadeer",Max Planck Institute for Intelligent Systems,paper_author,1,434,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-babc52194c403890c6c2,"Androwis, Ghaith J.",Kessler Foundation,paper_author,1,4063,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-674a3cdb092e8b6f1eb7,"Morteza, Gharib",CALTECH,paper_author,2,3483 | 3976,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-60f89fe358ce8de4c53b,"Jeong, Gia","University of California, Berkeley",paper_author,1,3009,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-8c7efc084bcfeaeb1239,"Capezzuto, Gianluca",University of São Paulo,paper_author,1,3420,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-bf2a7cfa92eddd397cda,"Kim, Gijeong","Korea Advanced Institute of Science and Technology, KAIST",paper_author,1,8,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-e225979ef9785a43c270,"Bahati, Gilbert",California Institute of Technology,paper_author,2,3920 | 790,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-fc45f9a4a9842f65f2e8,"Kang, Gilhwan",Inha university,paper_author,1,3827,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a3734c97428967484391,"Huh, Gio",Caltech,paper_author,1,3000,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-cc622eeae1dbb69a925c,"Galluzzo, Giorgia",Politecnico di Torino,paper_author,1,3199,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-feb50f751abf30e12448,"Ramponi, Giorgia",University of Zurich,paper_author,1,2034,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0457004a0ce346bf3e31,"audrito, giorgio",Politecnico di Torino,paper_author,1,3199,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-885912c4b2b113494567,"Gravina, Giovanbattista",Istituto Italiano di Tecnologia (IIT),paper_author,1,3896,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1f4a028aff725a199cc3,"Di Lorenzo, Giovanni",University of Pisa,paper_author,1,5054,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-225775444225e3b7516a,"Muscato, Giovanni",Universita' di Catania,paper_author,1,2438,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-54cc2025232f5eb43b03,"Pittiglio, Giovanni",Worcester Polytechnic Institute,paper_author,2,5006 | 56,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-45a62bf73871244a7cad,"Chowdhary, Girish",University of Illinois at Urbana Champaign,paper_author,2,2655 | 3131,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-fab9b4d38ad448c39834,"Krishnan, Girish",University of Illinois Urbana Champaign,paper_author,1,3131,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-c1e8ef4e9a0c60062b06,Giseop Kim,"Assistant Professor of Robotics and Mechatronics Engineering at DGIST, South Korea.",workshop_organizer,0,,2,True,https://heai-iros26-workshop.github.io/,workshop_primary,False,False,False
person-eee3872fe8c6b648a75e,"Kim, Giseop",DGIST (Daegu Gyeongbuk Institute of Science and Technology),paper_author,2,2221 | 2384,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b8714cdb5734df110a90,"Kutyniok, Gitta",the Ludwig Maximilian University of Munich,paper_author,1,2891,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-cdc9709265aea12877ea,"Romualdi, Giulio",Istituto Italiano di Tecnologia,paper_author,2,3911 | 4933,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3757de631da070eca6d6,Giulio Sandini,"Univ. of Genoa, Italy",workshop_program_committee,0,,1,False,https://ontoagenticai26.info/,workshop_primary,False,False,False
person-719d4ffa131ca19a6cda,"Turrisi, Giulio",Istituto Italiano di Tecnologia,paper_author,1,3911,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-9ab99ce7f472640c001d,"Averta, Giuseppe",Politecnico di Torino,paper_author,1,3157,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-150f58d9bc48b3768ed0,"L'Erario, Giuseppe",Istituto Italiano di Tecnologia,paper_author,1,3911,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4f5c5ff540a1e9ebb165,"Loianno, Giuseppe",UC Berkeley,paper_author,6,2889 | 308 | 3977 | 5012 | 5056 | 510,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5f0e876868f998c3d2a0,"Sutera, Giuseppe",University of Catania,paper_author,1,2438,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-c3dfcfedb840850b91f8,"Chou, Glen",Georgia Institute of Technology,paper_author,2,4891 | 5020,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1cd9563d36a63dc3b6c4,Glenn Chou,Georgia Tech,workshop_speaker,0,,1,False,https://lafr-workshop.github.io/,workshop_primary,False,False,False
person-0d40c84d5cced9cd7da9,"Lindaregard, Glim",Luleå University of Technology,paper_author,1,2398,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-65f53b32de27b9e6e85a,"B Nair, Gokul","QUT Centre for Robotics, Brisbane, Australia",paper_author,1,350,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1bd728915786e205d9f2,"Chenchani, Gokul Krishna Gandhi",Hochschule Bonn-Rhein-Sieg,paper_author,1,2564,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0c6f27d1d03d9c5439d6,"Puthumanaillam, Gokul",University of Illinois Urbana-Champaign,paper_author,2,3113 | 3205,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-ce1a87647e8536c23a20,"Raja, Golnaz",Tampere University,paper_author,1,3618,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0399617462d84e6463d7,"Zhou, Gongbo",China University of Mining and Technology,paper_author,1,4178,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-7feec9cdc0a4c5cf05fb,Gordon Cheng,"Technical Univ. of Munich, Germany",workshop_program_committee,0,,1,False,https://ontoagenticai26.info/,workshop_primary,False,False,False
person-aa1d3f59c6503690fe59,"Tan, Gordon",University of Toronto,paper_author,1,468,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-edd492d513689f1270af,"Moger, Gourav",Nazarbayev University,paper_author,1,1063,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-76c9b29cb910676105f2,"Abawe, Grace",Yale University,paper_author,1,19,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b5a46db7904e4b21727f,"Brotherson, Grace",Virginia Tech,paper_author,1,2499,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-d4c8d9b0206a63af26c7,"Cai, Grace","University of Maryland, College Park",paper_author,1,3728,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-75f5bf5eefb14e67b895,"Fredrickson, Grace",University of Nebraska-Lincoln,paper_author,1,2556,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4fbe39576ea6b109a02d,"Carriero, Graziano",University of Basilicata,paper_author,1,634,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-a9a3a36b04b9d9418aa3,"Dudek, Gregory",McGill University,paper_author,1,3237,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-d29f42269b51a7017121,"Reardon, Gregory",Northwestern University,paper_author,1,5038,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5ad47e5fd85a7896bdb0,"Stein, Gregory",George Mason University,paper_author,1,220,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-106236b61d7682d554e5,"Blekherman, Grigoriy",Georgia Institute of Technology,paper_author,1,4052,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-dce790ffaed9fbad2774,"Tadevosyan, Grik",MBZUAI,paper_author,1,1413,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-82b2bcec00fc45e75a53,"Cielniak, Grzegorz",University of Lincoln,paper_author,1,910,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-36b0cc33961a5ed9b7fd,"Malczyk, Grzegorz",NTNU - Norwegian University of Science and Technology,paper_author,1,3365,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-dfc33bbd459883b46267,"Jeong, Gu-Cheol",University of Texas at Austin,paper_author,1,4916,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4093e7abd21bdea6611d,"Alvarado Fernandez, Guadalupe",Cornell University,paper_author,1,3201,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-5a5203c04cecf9f1cd14,"Su, Guan-Ming",Dolby Labs,paper_author,1,984,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-eeb6abe16af018769d29,"Lu, Guanchen",Chongqing Universty,paper_author,1,2192,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-6198eee3a5488925c785,"Chen, Guang",Tongji Univerisity,paper_author,2,1716 | 4451,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-06f869ab77fc0ee74474,"Chen, Guang",Tongji University,paper_author,1,1951,2,True,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-6bdc97d80246eca2b829,"Li, Guang",Zhejiang University,paper_author,5,1880 | 240 | 2490 | 4590 | 5040,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-2fb558873536a29e1273,"Liang, Guang","Department of Mechanical Engineering and Automation, Harbin Institute of Technology, Shenzhen 518052, P.R. China",paper_author,1,1187,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-f44d22d354dacd88bafc,"Pan, Guang",Northwestern PolytechnicalUniversity,paper_author,1,5067,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-4cf8420b64979e7a58c5,"Yang, Guang-Zhong",Shanghai Jiao Tong University,paper_author,1,3390,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-10c6865a5af87e560c4c,"Chen, Guangcheng",Southern University of Science and Technology,paper_author,1,1265,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-0e78c7c302a79260cd8e,"Li, Guanghe",Tsinghua University,paper_author,1,1280,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-17707e77500c387bedc7,"Shen, Guanghui",Tsinghua University,paper_author,1,3521,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-b6395fba588dface0133,"Sun, Guanghui",Harbin Institute of Technology,paper_author,1,37,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3cbf1f467013eea63404,"Song, Guangkui",University of Electronic Science and Technology of China,paper_author,1,3300,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-aeb24788d7f0214d1667,"Chen, Guangli",Technische Universität Dresden,paper_author,1,2179,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-c59152e4f98b989340a3,"Fang, Guangli",‌University of Science and Technology of China,paper_author,1,1191,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-3a37c75e0d3eae06f1bb,"Li, Guangliang",Ocean University of China,paper_author,1,1076,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-25193fb04ea3215188d2,"Xu, Guanglin",Huawei,paper_author,1,1769,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-44f32b2ee1b15c3e7818,"Sun, Guanglong",Tsinghua University,paper_author,1,2538,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-89c490bf7bf6a5b389f8,"Liu, Guangping",Saint Louis University,paper_author,1,1481,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-2814c9d61d65c9956131,"Li, Guangsheng",Dalian University of Technology,paper_author,2,1345 | 2010,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-29e2c04e19e6cc97fcda,"Xu, Guangtong",Zhejiang University,paper_author,1,739,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-fe79ade154925b2cadf7,"Gao, Guangwei",Nanjing University of Science and Technology,paper_author,1,372,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-1c3eb4d3c23d1ab1ad76,"YANG, Guangxin",Harbin Institute of Technology,paper_author,1,1372,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-cd7c7be79d6f60f38935,"Zeng, Guangyang","The Chinese University of Hong Kong, Shenzhen",paper_author,1,3703,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
person-dbcb6db8f527f7754e89,"Liu, Guangyao",Zhejiang University,paper_author,1,293,1,False,https://gisbi-kim.github.io/iros2026-explorer/output/iros2026_explorer.html,community_program_mirror,False,False,False
